Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
01.07.2020;203,140;206,350;201,770;204,700;EUR;32061206
02.07.2020;205,680;208,020;205,000;206,260;EUR;29315762
06.07.2020;208,834;211,130;208,090;210,700;EUR;31897629
07.07.2020;210,450;214,670;207,990;208,250;EUR;33600732
08.07.2020;210,070;213,260;208,690;212,830;EUR;33600025
09.07.2020;216,330;216,380;211,470;214,320;EUR;33121681
10.07.2020;213,620;214,080;211,080;213,670;EUR;26177633
13.07.2020;214,480;215,800;206,500;207,070;EUR;38135606
14.07.2020;206,130;208,850;202,030;208,350;EUR;37591820
15.07.2020;209,560;211,330;205,030;208,040;EUR;32179409
16.07.2020;205,400;205,700;202,310;203,920;EUR;29940653
17.07.2020;204,470;205,040;201,390;202,880;EUR;31635281
20.07.2020;205,000;212,300;203,010;211,600;EUR;36884836
21.07.2020;213,660;213,940;208,030;208,750;EUR;38105777
22.07.2020;209,200;212,300;208,390;211,750;EUR;49605692
23.07.2020;207,190;210,920;202,150;202,540;EUR;67457035
24.07.2020;200,420;202,860;197,510;201,300;EUR;39826989
27.07.2020;201,470;203,970;200,860;203,850;EUR;30160867
28.07.2020;203,610;204,700;201,740;202,020;EUR;23251388
29.07.2020;202,500;204,650;202,010;204,060;EUR;19632602
30.07.2020;201,000;204,460;199,570;203,900;EUR;25079596
31.07.2020;204,400;205,100;199,010;205,010;EUR;51247969
03.08.2020;211,520;217,640;210,440;216,540;EUR;78983009
04.08.2020;214,170;214,770;210,310;213,290;EUR;49280056
05.08.2020;214,900;215,000;211,570;212,940;EUR;28858621
06.08.2020;212,340;216,371;211,550;216,350;EUR;32656843
07.08.2020;214,850;215,700;210,930;212,480;EUR;27820421
10.08.2020;211,670;211,880;206,350;208,250;EUR;36716462
11.08.2020;207,155;207,650;203,140;203,380;EUR;36446459
12.08.2020;205,290;210,280;204,750;209,190;EUR;28041364
13.08.2020;209,440;211,350;208,150;208,700;EUR;22588870
14.08.2020;208,760;209,590;207,510;208,900;EUR;17958936
17.08.2020;209,600;211,187;208,915;210,280;EUR;20184757
18.08.2020;210,530;212,360;209,210;211,490;EUR;21336167
19.08.2020;211,490;212,100;209,250;209,700;EUR;27627561
20.08.2020;209,540;215,000;208,910;214,580;EUR;26981478
21.08.2020;213,860;216,250;212,850;213,020;EUR;36249319
24.08.2020;214,790;215,520;212,430;213,690;EUR;25460147
25.08.2020;213,100;216,610;213,100;216,470;EUR;23043696
26.08.2020;217,880;222,090;217,360;221,150;EUR;39600828
27.08.2020;222,890;231,150;219,400;226,580;EUR;57602195
28.08.2020;228,180;230,644;226,580;228,910;EUR;26292896
31.08.2020;227,000;228,700;224,310;225,530;EUR;28774156
01.09.2020;225,510;227,450;224,430;227,270;EUR;25791235
02.09.2020;227,970;232,860;227,350;231,650;EUR;34080839
03.09.2020;229,270;229,310;214,960;217,300;EUR;58400288
04.09.2020;215,100;218,360;205,190;214,250;EUR;59664072
08.09.2020;206,500;210,030;202,200;202,660;EUR;52924330
09.09.2020;207,600;214,840;206,700;211,290;EUR;45678986
10.09.2020;213,400;214,740;204,110;205,370;EUR;35461514
11.09.2020;207,200;208,630;201,240;204,030;EUR;33620073
14.09.2020;204,240;209,200;204,030;205,410;EUR;30375768
15.09.2020;208,420;209,780;206,930;208,780;EUR;21823942
16.09.2020;210,620;210,650;204,640;205,050;EUR;26372464
17.09.2020;200,050;204,330;199,960;202,910;EUR;34011257
18.09.2020;202,800;203,650;196,250;200,390;EUR;55225326
21.09.2020;197,190;202,710;196,380;202,540;EUR;39839657
22.09.2020;205,060;208,100;202,075;207,420;EUR;33517065
23.09.2020;207,900;208,100;200,030;200,590;EUR;30803780
24.09.2020;199,850;205,570;199,200;203,190;EUR;31202493
25.09.2020;203,550;209,040;202,540;207,820;EUR;29437312
28.09.2020;210,880;212,570;208,060;209,440;EUR;32004936
29.09.2020;209,350;210,070;206,810;207,260;EUR;24464472
30.09.2020;207,730;211,980;206,540;210,330;EUR;33829088
01.10.2020;213,490;213,990;211,320;212,460;EUR;27158418
02.10.2020;208,000;210,990;205,540;206,190;EUR;33154781
05.10.2020;207,220;210,410;206,980;210,380;EUR;21331561
06.10.2020;208,820;210,180;204,820;205,910;EUR;28554261
07.10.2020;207,060;210,110;206,720;209,830;EUR;25681054
08.10.2020;210,510;211,190;208,320;210,580;EUR;19925837
09.10.2020;211,230;215,860;211,230;215,810;EUR;26458047
12.10.2020;218,790;223,860;216,810;221,400;EUR;40461368
13.10.2020;222,720;225,210;220,430;222,860;EUR;28950843
14.10.2020;223,000;224,220;219,130;220,860;EUR;23451713
15.10.2020;217,100;220,360;216,010;219,660;EUR;22733064
16.10.2020;220,150;222,290;219,320;219,660;EUR;26057882
19.10.2020;220,415;222,300;213,720;214,220;EUR;27625841
20.10.2020;215,800;217,370;213,090;214,650;EUR;22753511
21.10.2020;213,120;216,920;213,120;214,800;EUR;22724906
22.10.2020;213,930;216,055;211,700;214,890;EUR;22351450
23.10.2020;215,030;216,280;213,160;216,230;EUR;18879608
26.10.2020;213,850;216,340;208,100;210,080;EUR;37111561
27.10.2020;211,590;214,670;210,329;213,250;EUR;36700325
28.10.2020;207,670;208,840;202,100;202,680;EUR;51195593
29.10.2020;204,070;207,360;203,370;204,720;EUR;31432563
30.10.2020;203,500;204,290;199,620;202,470;EUR;36980111
02.11.2020;204,290;205,280;200,120;202,330;EUR;30842163
03.11.2020;203,890;208,120;203,120;206,430;EUR;27512030
04.11.2020;214,020;218,320;212,419;216,390;EUR;42311777
05.11.2020;222,040;224,120;221,150;223,290;EUR;36080137
06.11.2020;222,260;224,360;218,030;223,720;EUR;25231895
09.11.2020;224,435;228,120;217,880;218,390;EUR;44394950
10.11.2020;214,500;216,500;209,720;211,010;EUR;44045120
11.11.2020;212,390;218,040;212,200;216,550;EUR;29440788
12.11.2020;217,210;219,110;214,460;215,440;EUR;21616115
13.11.2020;216,360;217,420;214,160;216,510;EUR;18630307
16.11.2020;214,870;217,740;214,520;217,230;EUR;24953344
17.11.2020;216,100;217,680;214,080;214,460;EUR;24154112
18.11.2020;213,650;215,170;210,930;211,080;EUR;28372789
19.11.2020;211,380;213,030;209,930;212,420;EUR;24792746
20.11.2020;212,200;213,285;210,000;210,390;EUR;22843119
23.11.2020;210,950;212,290;208,160;210,110;EUR;25683507
24.11.2020;209,590;214,250;208,860;213,860;EUR;33979731
25.11.2020;215,110;215,290;212,460;213,870;EUR;21012887
27.11.2020;214,850;216,270;214,040;215,230;EUR;14512213
30.11.2020;214,100;214,760;210,835;214,070;EUR;33064753
01.12.2020;214,510;217,320;213,350;216,210;EUR;30931318
02.12.2020;214,880;215,470;212,800;215,370;EUR;23724509
03.12.2020;214,610;216,376;213,650;214,240;EUR;25120922
04.12.2020;214,220;215,380;213,180;214,360;EUR;24666039
07.12.2020;214,370;215,540;212,990;214,290;EUR;24619997
08.12.2020;213,970;216,950;212,890;216,010;EUR;23284094
09.12.2020;215,160;215,225;211,214;211,800;EUR;32440603
10.12.2020;211,770;213,080;210,360;210,520;EUR;26467017
11.12.2020;210,050;213,320;209,110;213,260;EUR;30979440
14.12.2020;213,100;216,210;212,880;214,200;EUR;28798379
15.12.2020;215,165;215,420;212,240;214,130;EUR;27018106
16.12.2020;214,750;220,110;214,720;219,280;EUR;35023253
17.12.2020;219,870;220,890;217,920;219,420;EUR;32515784
18.12.2020;218,590;219,690;216,020;218,590;EUR;63354922
21.12.2020;217,550;224,000;217,280;222,590;EUR;37181886
22.12.2020;222,690;225,630;221,850;223,940;EUR;22643397
23.12.2020;223,110;223,559;220,800;221,020;EUR;18699638
24.12.2020;221,420;223,610;221,200;222,750;EUR;10550572
28.12.2020;224,450;226,030;223,020;224,960;EUR;17933496
29.12.2020;226,310;227,180;223,580;224,150;EUR;17403213
30.12.2020;225,230;225,630;221,470;221,680;EUR;20272337
31.12.2020;221,700;223,000;219,680;222,420;EUR;20942132
04.01.2021;222,530;223,000;214,810;217,690;EUR;37130139
05.01.2021;217,260;218,520;215,700;217,900;EUR;23822953
06.01.2021;212,170;216,490;211,940;212,250;EUR;35930653
07.01.2021;214,040;219,340;213,710;218,290;EUR;27694480
08.01.2021;218,680;220,580;217,026;219,620;EUR;22956206
11.01.2021;218,470;218,910;216,730;217,490;EUR;23047029
12.01.2021;216,500;217,100;213,320;214,930;EUR;23249336
13.01.2021;214,020;216,760;213,927;216,340;EUR;20087080
14.01.2021;215,910;217,460;212,740;213,020;EUR;29346737
15.01.2021;213,520;214,510;212,030;212,650;EUR;31746512
19.01.2021;213,750;216,980;212,630;216,440;EUR;30480859
20.01.2021;217,700;225,790;217,291;224,340;EUR;37777260
21.01.2021;224,700;226,300;222,420;224,970;EUR;30749553
22.01.2021;227,080;230,070;225,800;225,950;EUR;30172663
25.01.2021;229,120;229,780;224,220;229,530;EUR;33152095
26.01.2021;231,860;234,180;230,080;232,330;EUR;49169601
27.01.2021;238,000;240,440;230,140;232,900;EUR;69870638
28.01.2021;235,610;242,640;235,090;238,930;EUR;49111159
29.01.2021;235,990;238,020;231,350;231,960;EUR;42503138
01.02.2021;235,060;242,500;232,430;239,650;EUR;33314193
02.02.2021;241,300;242,310;238,690;239,510;EUR;25916337
03.02.2021;239,570;245,090;239,260;243,000;EUR;27158104
04.02.2021;242,660;243,240;240,370;242,010;EUR;25296100
05.02.2021;242,230;243,280;240,420;242,200;EUR;18054752
08.02.2021;243,150;243,680;240,810;242,470;EUR;22211929
09.02.2021;241,870;244,760;241,380;243,770;EUR;23564953
10.02.2021;245,000;245,920;240,890;242,820;EUR;22186706
11.02.2021;244,780;245,150;242,150;244,490;EUR;15751059
12.02.2021;243,933;245,300;242,730;244,990;EUR;16561079
16.02.2021;245,030;246,130;242,920;243,700;EUR;26728487
17.02.2021;241,320;244,310;240,940;244,200;EUR;21673109
18.02.2021;241,800;243,930;240,860;243,790;EUR;16925563
19.02.2021;243,750;243,860;240,180;240,970;EUR;25262600
22.02.2021;237,420;237,930;232,400;234,510;EUR;36446936
23.02.2021;230,325;234,830;228,730;233,270;EUR;30228704
24.02.2021;230,010;235,200;229,000;234,550;EUR;26339746
25.02.2021;232,080;234,585;227,880;228,990;EUR;39542235
26.02.2021;231,525;235,370;229,540;232,380;EUR;37819227
01.03.2021;235,900;237,470;233,150;236,940;EUR;25332837
02.03.2021;237,010;237,300;233,450;233,870;EUR;22812459
03.03.2021;232,155;233,580;227,260;227,560;EUR;34029526
04.03.2021;226,735;232,490;224,260;226,730;EUR;44727785
05.03.2021;229,517;233,270;226,460;231,600;EUR;41872770
08.03.2021;231,370;233,365;227,130;227,390;EUR;35267440
09.03.2021;232,880;235,384;231,670;233,780;EUR;33080531
10.03.2021;237,000;237,000;232,040;232,420;EUR;29746812
11.03.2021;234,960;239,170;234,310;237,130;EUR;29907586
12.03.2021;234,010;235,820;233,230;235,750;EUR;22653662
15.03.2021;234,960;235,185;231,810;234,810;EUR;26042669
16.03.2021;236,280;240,055;235,940;237,710;EUR;28092196
17.03.2021;236,150;238,550;233,230;237,040;EUR;29562100
18.03.2021;232,560;234,190;230,330;230,720;EUR;34852251
19.03.2021;231,020;232,474;229,350;230,350;EUR;46430730
22.03.2021;230,270;236,900;230,140;235,990;EUR;30127005
23.03.2021;237,485;241,050;237,070;237,580;EUR;31638376
24.03.2021;237,845;238,000;235,320;235,460;EUR;25620127
25.03.2021;235,300;236,940;231,570;232,340;EUR;34061853
26.03.2021;231,550;236,710;231,550;236,480;EUR;25479853
29.03.2021;236,590;236,800;231,880;235,240;EUR;25227455
30.03.2021;233,525;233,850;231,100;231,850;EUR;24792012
31.03.2021;232,910;239,100;232,390;235,770;EUR;43623471
01.04.2021;238,470;242,840;238,050;242,350;EUR;30337982
05.04.2021;242,760;249,960;242,700;249,070;EUR;36910609
06.04.2021;247,610;249,400;246,880;247,860;EUR;22931923
07.04.2021;247,810;250,930;247,190;249,900;EUR;22719835
08.04.2021;252,770;254,139;252,000;253,250;EUR;23625197
09.04.2021;252,870;255,990;252,440;255,850;EUR;24326833
12.04.2021;254,710;257,670;254,620;255,910;EUR;27148668
13.04.2021;257,257;259,190;256,830;258,490;EUR;23837469
14.04.2021;257,475;258,830;255,160;255,590;EUR;23070938
15.04.2021;257,931;259,930;257,730;259,500;EUR;25627481
16.04.2021;259,470;261,000;257,601;260,740;EUR;24878582
19.04.2021;260,190;261,480;257,821;258,740;EUR;23209260
20.04.2021;257,820;260,200;256,840;258,260;EUR;19722875
21.04.2021;258,940;260,680;257,250;260,580;EUR;24030383
22.04.2021;260,210;261,780;255,640;257,170;EUR;25606152
23.04.2021;257,880;261,510;257,270;261,150;EUR;21499286
26.04.2021;261,660;262,435;260,170;261,550;EUR;19763346
27.04.2021;261,585;263,190;260,120;261,970;EUR;31014213
28.04.2021;256,078;256,540;245,850;254,560;EUR;46903119
29.04.2021;255,460;256,100;249,000;252,510;EUR;40589023
30.04.2021;249,740;253,080;249,600;252,180;EUR;30945098
03.05.2021;253,400;254,350;251,120;251,860;EUR;19626568
04.05.2021;250,970;251,210;245,760;247,790;EUR;32756052
05.05.2021;249,060;249,500;245,820;246,470;EUR;21901325
06.05.2021;246,450;249,860;244,690;249,730;EUR;26491085
07.05.2021;252,150;254,300;251,170;252,460;EUR;27032912
10.05.2021;250,870;251,730;247,120;247,180;EUR;29299890
11.05.2021;244,550;246,600;242,570;246,230;EUR;33641589
12.05.2021;242,165;244,380;238,070;239,000;EUR;36684370
13.05.2021;241,800;245,600;241,420;243,030;EUR;29624298
14.05.2021;245,575;249,180;245,490;248,150;EUR;23901081
17.05.2021;246,550;246,590;243,520;245,180;EUR;24970168
18.05.2021;246,270;246,410;242,900;243,080;EUR;20167975
19.05.2021;239,310;243,230;238,600;243,120;EUR;25739807
20.05.2021;243,960;247,950;243,860;246,480;EUR;21800716
21.05.2021;247,565;248,330;244,740;245,170;EUR;21863058
24.05.2021;247,785;251,160;247,510;250,780;EUR;21411547
25.05.2021;251,769;252,750;250,820;251,720;EUR;17704303
26.05.2021;251,430;252,940;250,750;251,490;EUR;17771600
27.05.2021;251,170;251,480;249,250;249,310;EUR;24426244
28.05.2021;250,995;252,080;249,560;249,680;EUR;18274942
01.06.2021;251,230;251,290;246,960;247,400;EUR;23213310
02.06.2021;248,125;249,270;245,840;247,300;EUR;19406705
03.06.2021;245,220;246,340;243,000;245,710;EUR;25307711
04.06.2021;247,760;251,650;247,510;250,790;EUR;25281094
07.06.2021;249,980;254,090;249,810;253,810;EUR;23079167
08.06.2021;255,160;256,010;252,510;252,570;EUR;22454998
09.06.2021;253,810;255,530;253,210;253,590;EUR;17937634
10.06.2021;254,290;257,460;253,670;257,240;EUR;24563619
11.06.2021;257,985;258,487;256,610;257,890;EUR;18999731
14.06.2021;257,900;259,950;256,800;259,890;EUR;19150507
15.06.2021;259,775;259,990;257,680;258,360;EUR;18038931
16.06.2021;259,400;260,580;254,420;257,380;EUR;27219956
17.06.2021;256,065;261,750;256,010;260,900;EUR;27565537
18.06.2021;259,630;262,300;258,750;259,430;EUR;37202217
21.06.2021;259,820;263,520;257,920;262,630;EUR;26696119
22.06.2021;262,720;265,790;262,400;265,510;EUR;24694090
23.06.2021;265,990;266,830;264,430;265,275;EUR;19518681
24.06.2021;266,160;267,850;265,470;266,690;EUR;21446867
25.06.2021;266,230;267,250;264,760;265,020;EUR;25611113
28.06.2021;266,185;268,900;265,910;268,720;EUR;19590024
29.06.2021;268,865;271,650;267,980;271,400;EUR;19937811
30.06.2021;270,690;271,360;269,604;270,900;EUR;21656457
01.07.2021;269,610;271,840;269,600;271,600;EUR;16725323
02.07.2021;272,820;278,000;272,500;277,650;EUR;26474408
06.07.2021;278,030;279,370;274,300;277,660;EUR;31565560
07.07.2021;279,400;280,695;277,150;279,930;EUR;23260031
08.07.2021;276,900;278,730;274,870;277,420;EUR;24618591
09.07.2021;275,720;278,050;275,320;277,940;EUR;23916665
12.07.2021;279,157;279,770;276,580;277,320;EUR;18931695
13.07.2021;277,520;282,848;277,390;280,980;EUR;26120128
14.07.2021;282,345;283,660;280,550;282,510;EUR;23113662
15.07.2021;282,000;282,510;279,830;281,030;EUR;22604227
16.07.2021;282,070;284,100;279,460;280,750;EUR;26186848
19.07.2021;278,934;280,370;274,450;277,010;EUR;32935634
20.07.2021;278,030;280,970;276,260;279,320;EUR;26259741
21.07.2021;278,905;281,520;277,290;281,400;EUR;24364320
22.07.2021;283,840;286,420;283,420;286,140;EUR;23384059
23.07.2021;287,370;289,990;286,500;289,670;EUR;22768071
26.07.2021;289,000;289,690;286,642;289,050;EUR;23176073
27.07.2021;289,430;289,575;282,950;286,540;EUR;33604073
28.07.2021;288,990;290,150;283,830;286,220;EUR;33566853
29.07.2021;286,235;288,618;286,080;286,500;EUR;18168294
30.07.2021;285,170;286,660;283,910;284,910;EUR;20944846
02.08.2021;286,360;286,775;283,740;284,820;EUR;16267357
03.08.2021;285,420;287,230;284,000;287,120;EUR;17879048
04.08.2021;286,220;287,588;284,650;286,510;EUR;16191301
05.08.2021;286,880;289,630;286,100;289,520;EUR;13900167
06.08.2021;288,505;289,500;287,624;289,460;EUR;16589336
09.08.2021;289,750;291,550;287,810;288,330;EUR;16117629
10.08.2021;288,800;289,250;285,200;286,440;EUR;18616578
11.08.2021;287,210;288,660;285,860;286,950;EUR;13955934
12.08.2021;286,630;289,970;286,340;289,810;EUR;14570391
13.08.2021;289,480;292,900;289,300;292,850;EUR;18249046
16.08.2021;293,190;294,820;290,020;294,600;EUR;22516027
17.08.2021;292,390;293,430;291,080;293,080;EUR;20075250
18.08.2021;292,040;294,820;290,270;290,730;EUR;21812985
19.08.2021;288,694;297,470;288,640;296,770;EUR;29850461
20.08.2021;299,720;305,840;298,060;304,360;EUR;40817646
23.08.2021;303,245;305,400;301,850;304,650;EUR;22830157
24.08.2021;305,020;305,650;302,004;302,620;EUR;18175774
25.08.2021;304,300;304,590;300,420;302,010;EUR;20006057
26.08.2021;300,990;302,429;298,950;299,090;EUR;17666084
27.08.2021;298,987;300,870;296,830;299,720;EUR;22605726
30.08.2021;301,115;304,220;301,060;303,590;EUR;16348072
31.08.2021;304,420;304,500;301,500;301,880;EUR;26285338
01.09.2021;302,865;305,190;301,490;301,830;EUR;18983826
02.09.2021;302,200;303,360;300,180;301,150;EUR;16290545
03.09.2021;300,990;302,600;300,260;301,140;EUR;14751610
07.09.2021;301,005;301,090;298,200;300,180;EUR;17184083
08.09.2021;299,780;300,610;297,465;300,210;EUR;15046819
09.09.2021;300,820;302,140;297,000;297,250;EUR;19927000
10.09.2021;298,415;299,920;295,380;295,710;EUR;19633363
13.09.2021;297,550;298,540;294,080;296,990;EUR;23652949
14.09.2021;299,560;301,390;298,100;299,790;EUR;21853433
15.09.2021;303,260;305,320;301,820;304,820;EUR;28356304
16.09.2021;303,760;305,310;300,760;305,220;EUR;19550815
17.09.2021;304,170;304,500;299,530;299,870;EUR;41372457
20.09.2021;296,330;298,720;289,520;294,300;EUR;38278661
21.09.2021;295,690;297,540;294,070;294,800;EUR;22364103
22.09.2021;296,725;300,220;294,510;298,580;EUR;26626342
23.09.2021;298,845;300,900;297,534;299,560;EUR;18604601
24.09.2021;298,230;299,800;296,930;299,350;EUR;14998978
27.09.2021;296,140;296,470;292,945;294,170;EUR;23571742
28.09.2021;289,795;290,780;282,750;283,520;EUR;43186237
29.09.2021;285,100;286,770;283,010;284,000;EUR;26353696
30.09.2021;285,710;287,830;281,620;281,920;EUR;32343635
01.10.2021;282,122;289,980;281,290;289,100;EUR;30086280
04.10.2021;287,400;287,750;280,250;283,110;EUR;31350747
05.10.2021;284,046;290,398;284,046;288,760;EUR;24993024
06.10.2021;285,780;293,630;285,509;293,110;EUR;28002559
07.10.2021;295,175;296,640;293,920;294,850;EUR;20430471
08.10.2021;296,219;296,641;293,760;294,850;EUR;17685700
11.10.2021;292,920;297,970;292,745;294,230;EUR;19298634
12.10.2021;295,340;295,440;292,350;292,880;EUR;17974143
13.10.2021;294,910;297,280;293,490;296,310;EUR;23424025
14.10.2021;299,210;303,270;297,830;302,750;EUR;27262902
15.10.2021;302,340;304,450;300,519;304,210;EUR;25384803
18.10.2021;303,570;308,210;302,690;307,290;EUR;22729297
19.10.2021;308,348;309,300;307,220;308,230;EUR;17682139
20.10.2021;309,210;309,700;306,110;307,410;EUR;16537069
21.10.2021;307,170;311,020;306,360;310,760;EUR;16918100
22.10.2021;310,400;311,090;307,800;309,160;EUR;17449332
25.10.2021;309,360;309,400;306,460;308,130;EUR;17554469
26.10.2021;311,000;312,395;308,597;310,110;EUR;28107349
27.10.2021;316,000;326,097;316,000;323,170;EUR;52588690
28.10.2021;324,325;324,870;321,360;324,350;EUR;26297943
29.10.2021;324,130;332,000;323,900;331,620;EUR;34765982
01.11.2021;331,355;331,490;326,370;329,370;EUR;27073182
02.11.2021;330,310;333,450;330,000;333,130;EUR;26487109
03.11.2021;333,900;334,900;330,650;334,000;EUR;21500082
04.11.2021;332,890;336,540;329,510;336,440;EUR;23992202
05.11.2021;338,510;338,790;334,422;336,060;EUR;22570098
08.11.2021;337,300;337,650;334,440;336,990;EUR;20897001
09.11.2021;337,107;338,720;334,530;335,950;EUR;21307370
10.11.2021;334,570;334,630;329,920;330,800;EUR;25500938
11.11.2021;331,250;333,775;330,510;332,430;EUR;16849844
12.11.2021;333,920;337,230;333,790;336,720;EUR;23831049
15.11.2021;337,540;337,880;334,034;336,070;EUR;16723009
16.11.2021;335,680;340,670;335,510;339,510;EUR;20886832
17.11.2021;338,940;342,190;338,000;339,120;EUR;19053380
18.11.2021;338,180;342,450;337,120;341,270;EUR;22463533
19.11.2021;342,640;345,100;342,200;343,110;EUR;21963403
22.11.2021;344,620;349,670;339,550;339,830;EUR;31031113
23.11.2021;337,050;339,450;333,560;337,680;EUR;30427563
24.11.2021;336,280;338,160;333,911;337,910;EUR;21661307
26.11.2021;334,350;337,930;328,120;329,680;EUR;24217242
29.11.2021;334,940;339,030;334,740;336,630;EUR;28563481
30.11.2021;335,320;337,780;328,990;330,590;EUR;42885609
01.12.2021;335,130;339,280;329,390;330,080;EUR;33401146
02.12.2021;330,300;333,490;327,803;329,490;EUR;30765980
03.12.2021;331,990;332,700;318,030;323,010;EUR;41779279
06.12.2021;323,950;327,450;319,230;326,190;EUR;30032556
07.12.2021;331,640;335,800;330,100;334,920;EUR;31021936
08.12.2021;335,310;335,500;330,800;334,970;EUR;24760988
09.12.2021;334,410;336,489;332,120;333,100;EUR;22214158
10.12.2021;334,980;343,000;334,790;342,540;EUR;38095694
13.12.2021;340,680;343,790;339,080;339,400;EUR;28899431
14.12.2021;333,220;334,640;324,110;328,340;EUR;44438699
15.12.2021;328,610;335,190;324,500;334,650;EUR;35381122
16.12.2021;335,710;336,760;323,020;324,900;EUR;35034831
17.12.2021;320,880;324,920;317,250;323,800;EUR;47983713
20.12.2021;320,050;322,800;317,570;319,910;EUR;28326532
21.12.2021;323,290;327,730;319,800;327,290;EUR;24740597
22.12.2021;328,300;333,605;325,750;333,200;EUR;24831493
23.12.2021;332,750;336,390;332,730;334,690;EUR;19617848
27.12.2021;335,460;342,480;335,430;342,450;EUR;19947029
28.12.2021;343,150;343,810;340,320;341,250;EUR;15661467
29.12.2021;341,300;344,300;339,680;341,950;EUR;15041956
30.12.2021;341,910;343,130;338,820;339,320;EUR;15994471
31.12.2021;338,510;339,355;335,850;336,320;EUR;18000797
03.01.2022;335,350;338,000;329,780;334,750;EUR;28918013
04.01.2022;334,830;335,200;326,120;329,010;EUR;32674306
05.01.2022;325,860;326,070;315,980;316,380;EUR;40054327
06.01.2022;313,150;318,700;311,490;313,880;EUR;39646148
07.01.2022;314,150;316,500;310,090;314,040;EUR;32720018
10.01.2022;309,485;314,720;304,690;314,270;EUR;44289467
11.01.2022;313,380;316,610;309,890;314,980;EUR;29386774
12.01.2022;319,670;323,410;317,080;318,270;EUR;34372217
13.01.2022;320,466;320,880;304,000;304,800;EUR;45365979
14.01.2022;304,250;310,820;303,750;310,200;EUR;39846414
18.01.2022;304,070;309,800;301,740;302,650;EUR;42434112
19.01.2022;306,290;313,909;302,700;303,330;EUR;45933855
20.01.2022;309,070;311,649;301,140;301,600;EUR;35380675
21.01.2022;302,685;304,110;295,610;296,030;EUR;57984403
24.01.2022;292,200;297,110;276,050;296,370;EUR;86035393
25.01.2022;291,520;294,990;285,170;288,490;EUR;72848638
26.01.2022;307,985;308,500;293,030;296,710;EUR;90428853
27.01.2022;302,660;307,300;297,930;299,840;EUR;53481317
28.01.2022;300,230;308,480;294,450;308,260;EUR;49743698
31.01.2022;308,950;312,380;306,370;310,980;EUR;46444536
01.02.2022;310,410;310,630;305,129;308,760;EUR;40950396
02.02.2022;309,630;315,120;308,880;313,460;EUR;36635989
03.02.2022;309,490;311,230;299,960;301,250;EUR;43729972
04.02.2022;300,210;308,800;299,970;305,940;EUR;35096488
07.02.2022;306,170;307,840;299,900;300,950;EUR;28533286
08.02.2022;301,250;305,561;299,950;304,560;EUR;32421188
09.02.2022;309,865;311,930;307,390;311,210;EUR;31284671
10.02.2022;304,040;309,120;300,700;302,380;EUR;45386199
11.02.2022;303,190;304,290;294,220;295,040;EUR;39175620
14.02.2022;293,770;296,760;291,350;295,000;EUR;36359487
15.02.2022;295,000;300,800;295,000;300,470;EUR;27379488
16.02.2022;298,365;300,870;293,680;299,500;EUR;29982121
17.02.2022;296,360;296,800;290,000;290,730;EUR;32461580
18.02.2022;293,050;293,860;286,305;287,930;EUR;34264008
22.02.2022;285,000;291,540;284,500;287,720;EUR;41736117
23.02.2022;290,180;291,700;280,100;280,270;EUR;37811167
24.02.2022;272,510;295,160;271,520;294,590;EUR;56989686
25.02.2022;295,140;297,630;291,655;297,310;EUR;32546721
28.02.2022;294,310;299,140;293,000;298,790;EUR;34627457
01.03.2022;296,400;299,970;292,150;294,950;EUR;31217778
02.03.2022;295,360;301,470;293,698;300,190;EUR;31873007
03.03.2022;302,890;303,130;294,050;295,920;EUR;27314469
04.03.2022;294,290;295,660;287,165;289,860;EUR;32369655
07.03.2022;288,530;289,690;278,530;278,910;EUR;43157178
08.03.2022;277,800;283,960;270,000;275,850;EUR;48159475
09.03.2022;283,440;289,600;280,780;288,500;EUR;35204480
10.03.2022;283,020;286,600;280,580;285,590;EUR;30628012
11.03.2022;287,960;289,510;279,430;280,070;EUR;27209330
14.03.2022;280,340;285,399;275,820;276,440;EUR;30660747
15.03.2022;280,350;287,820;278,725;287,150;EUR;34245085
16.03.2022;289,110;294,570;283,200;294,390;EUR;37826329
17.03.2022;293,290;295,610;289,370;295,220;EUR;30816633
18.03.2022;295,370;301,000;292,730;300,430;EUR;43390625
21.03.2022;298,890;300,140;294,900;299,160;EUR;28351245
22.03.2022;299,800;305,000;298,770;304,060;EUR;27599689
23.03.2022;300,510;303,230;297,720;299,490;EUR;25715377
24.03.2022;299,140;304,200;298,315;304,100;EUR;24484456
25.03.2022;305,230;305,500;299,286;303,680;EUR;22566453
28.03.2022;304,330;310,800;304,330;310,700;EUR;29578188
29.03.2022;313,910;315,820;309,050;315,410;EUR;30393403
30.03.2022;313,760;315,950;311,580;313,860;EUR;28163555
31.03.2022;313,900;315,140;307,890;308,310;EUR;33422070
01.04.2022;309,370;310,130;305,540;309,420;EUR;27110529
04.04.2022;310,090;315,110;309,710;314,970;EUR;24335868
05.04.2022;313,270;314,865;309,870;310,880;EUR;23156719
06.04.2022;305,190;307,000;296,710;299,500;EUR;40110372
07.04.2022;296,660;303,650;296,350;301,370;EUR;31411155
08.04.2022;300,440;301,120;296,280;296,970;EUR;24361917
11.04.2022;291,790;292,610;285,000;285,260;EUR;34569264
12.04.2022;289,235;290,739;280,490;282,060;EUR;30966721
